CJM_L1,CJM_L2,CJM_L3,CJM_L3코드,관련_L4(근거),SBF_업무ID,SBF_1Depth,SBF_2Depth,SBF_3Depth(업무명),BSS_화면수,BSS_대표화면(최대5),신뢰도,매칭근거,검수상태(승인/수정/반려),검수메모
유지 및 확장,인터넷/B tv 확장,인터넷/B tv 주소 이전,exp_net_relocate,설치 일정 예약,BC138,고객 여정,계약·개통,사전예약신청내역조회(IT),8,ZORDSS0100051 이동전화가입예약리스트 | ZORDSS0100055 다회선이동전화가입예약 | ZORDSS0100056 예약판매 체크리스트 관리 | ZORDSS0100600 간편예약 등록(P) | ZORDSS0100601 개인고객별 간편예약 현행화(P),중,용어일치: 예약 / 단계축 일치 / L4 [설치 일정 예약] 기준,,
유지 및 확장,인터넷/B tv 확장,인터넷/B tv 주소 이전,exp_net_relocate,설치 일정 예약,BC139,고객 여정,계약·개통,사전예약신청/취소(IT),8,ZORDSS0100051 이동전화가입예약리스트 | ZORDSS0100055 다회선이동전화가입예약 | ZORDSS0100056 예약판매 체크리스트 관리 | ZORDSS0100600 간편예약 등록(P) | ZORDSS0100601 개인고객별 간편예약 현행화(P),중,용어일치: 예약 / 단계축 일치 / L4 [설치 일정 예약] 기준,,
유지 및 확장,회선 추가 개통,추가 회선 유형 선택,exp_line_type,,B3001,3.계약·개통,계약·개통,Device 가입,47,ZORDSS08S0040 다회선단말기변경 | ZORDSS08S0041 다회선단말기변경 처리이력 조회 | ZORDSS08S0080 다회선 OMD변경 | ZORDSS08S0051 I/B SIM 재사용 처리 결과 조회 화면 | ZORDSS08S0050 I/B SIM 재사용 처리 화면,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,추가 회선 유형 선택,exp_line_type,,B3002,3.계약·개통,계약·개통,그룹회원 상품/마케팅 프로그램 가입,0,,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,추가 회선 유형 선택,exp_line_type,,B3003,3.계약·개통,계약·개통,마케팅프로그램 가입,158,ZORDSS9970040 캐쉬백차감 | ZORDSS0500540 SAVE결제리스트 | ZORDSS9990600 T모아쿠폰 등록/취소 | ZORDSS9990610 T모아쿠폰 적용 서비스 조회 | ZORDSS9990620 T모아쿠폰 상세 및 I/F이력 확인,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,추가 회선 유형 선택,exp_line_type,,B3004,3.계약·개통,계약·개통,마케팅프로그램(멤버십) 가입,15,ZMBRSM0100010 멤버십등록관리 | ZORDSCUS00010 고객정보 | ZORDSCUS00050 법정대리인정보(P) | ZORDSCUS00080 동일고객 통합/삭제(P) | ZMBRSM01S0010 멤버십가입변경,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,추가 회선 유형 선택,exp_line_type,,B3005,3.계약·개통,계약·개통,범용상품 가입,11,ZORDSS01S0100 법인실사용자관리 | ZORDSS01S0110 실사용자 소액결제 사전체크 | ZORDSS01S0120 실사용자해지고객 | ZORDSS0401820 T갤럭시클럽 조회 | ZORDSS0401830 폰세이프OCB동의여부,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,추가 회선 유형 선택,exp_line_type,,B3006,3.계약·개통,계약·개통,번들상품 가입,0,,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,회선 추가 조건 확인,exp_line_cond,,B3001,3.계약·개통,계약·개통,Device 가입,47,ZORDSS08S0040 다회선단말기변경 | ZORDSS08S0041 다회선단말기변경 처리이력 조회 | ZORDSS08S0080 다회선 OMD변경 | ZORDSS08S0051 I/B SIM 재사용 처리 결과 조회 화면 | ZORDSS08S0050 I/B SIM 재사용 처리 화면,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,회선 추가 조건 확인,exp_line_cond,,B3002,3.계약·개통,계약·개통,그룹회원 상품/마케팅 프로그램 가입,0,,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,회선 추가 조건 확인,exp_line_cond,,B3003,3.계약·개통,계약·개통,마케팅프로그램 가입,158,ZORDSS9970040 캐쉬백차감 | ZORDSS0500540 SAVE결제리스트 | ZORDSS9990600 T모아쿠폰 등록/취소 | ZORDSS9990610 T모아쿠폰 적용 서비스 조회 | ZORDSS9990620 T모아쿠폰 상세 및 I/F이력 확인,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,회선 추가 조건 확인,exp_line_cond,,B3004,3.계약·개통,계약·개통,마케팅프로그램(멤버십) 가입,15,ZMBRSM0100010 멤버십등록관리 | ZORDSCUS00010 고객정보 | ZORDSCUS00050 법정대리인정보(P) | ZORDSCUS00080 동일고객 통합/삭제(P) | ZMBRSM01S0010 멤버십가입변경,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,회선 추가 조건 확인,exp_line_cond,,B3005,3.계약·개통,계약·개통,범용상품 가입,11,ZORDSS01S0100 법인실사용자관리 | ZORDSS01S0110 실사용자 소액결제 사전체크 | ZORDSS01S0120 실사용자해지고객 | ZORDSS0401820 T갤럭시클럽 조회 | ZORDSS0401830 폰세이프OCB동의여부,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
유지 및 확장,회선 추가 개통,회선 추가 조건 확인,exp_line_cond,,B3006,3.계약·개통,계약·개통,번들상품 가입,0,,중,용어일치: 개통 / 동의어: 가입 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 신청,exit_univ_req,,B9006,9.해지·잔존,해지,제휴상품(구독) 해지,2,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지,중,용어일치: 구독·해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 신청,exit_univ_req,,B5078,5.이용·변경,계약변경(기업공통),기업 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 신청,exit_univ_req,,B5012,5.이용·변경,상품·서비스 (계약) 변경,제휴상품(구독)변경,0,,하,용어일치: 구독 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 신청,exit_univ_req,,B8010,8.채권·조정,미납·추심,미납이용정지/직권해지,12,ZCOLSBLK01010 일괄이용정지/직권해지실행계획 | ZCOLSBLK01020 일괄이용정지/직권해지이력조회 | ZCOLSBLK01030 일괄이용정지미처리목록조회 | ZCOLSBLK01040 분납이용정지 계획이력조회 | ZCOLSBLK01050 고객센터 정지해제이력조회,하,용어일치: 해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 신청,exit_univ_req,,B9001,9.해지·잔존,해지,Device 해지,3,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0030 디바이스서비스해지,하,용어일치: 해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 신청,exit_univ_req,,B9002,9.해지·잔존,해지,마케팅프로그램 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 확인,exit_univ_block,,B9006,9.해지·잔존,해지,제휴상품(구독) 해지,2,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지,중,용어일치: 구독·해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 확인,exit_univ_block,,B5078,5.이용·변경,계약변경(기업공통),기업 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 확인,exit_univ_block,환불 금액 및 해지일 확인,B5046,5.이용·변경,마케팅 프로그램,상품 이용권 환불,0,,하,용어일치: 환불 / 단계축 일치 / L4 [환불 금액 및 해지일 확인] 기준,,
이탈,T우주 구독 해지,T우주 해지 확인,exit_univ_block,,B5012,5.이용·변경,상품·서비스 (계약) 변경,제휴상품(구독)변경,0,,하,용어일치: 구독 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 확인,exit_univ_block,,B8010,8.채권·조정,미납·추심,미납이용정지/직권해지,12,ZCOLSBLK01010 일괄이용정지/직권해지실행계획 | ZCOLSBLK01020 일괄이용정지/직권해지이력조회 | ZCOLSBLK01030 일괄이용정지미처리목록조회 | ZCOLSBLK01040 분납이용정지 계획이력조회 | ZCOLSBLK01050 고객센터 정지해제이력조회,하,용어일치: 해지 / 단계축 일치,,
이탈,T우주 구독 해지,T우주 해지 확인,exit_univ_block,,B9001,9.해지·잔존,해지,Device 해지,3,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0030 디바이스서비스해지,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,(고객센터/대리점) 부가서비스 해지,exit_add_call,,B5071,5.이용·변경,계약변경(기업공통),기업 부가상품변경,0,,중,용어일치: 부가 / 동의어: 부가상품 / 단계축 일치,,
이탈,부가서비스 해지,(고객센터/대리점) 부가서비스 해지,exit_add_call,부가서비스 해지 상담,B6005,상담&채널,고객상담&채널,이전 문의 내역 확인,89,ZINBSHSTS0230 통합이력-추심사상담 | ZINBSHSTS0250 통합이력-본인인증 | ZINBSCNS00650 통합이력조회 | ZINBSHSTS0210 통합이력-미납상담 | ZINBSSOLS0652 통합이력-고객상담,중,용어일치: 상담 / 동의어: 문의·상담 / 단계축 일치 / L4 [부가서비스 해지 상담] 기준,,
이탈,부가서비스 해지,(고객센터/대리점) 부가서비스 해지,exit_add_call,부가서비스 해지 상담,B6006,상담&채널,고객상담&채널,고객 문의,0,,중,용어일치: 상담 / 동의어: 문의·상담 / 단계축 일치 / L4 [부가서비스 해지 상담] 기준,,
이탈,부가서비스 해지,(고객센터/대리점) 부가서비스 해지,exit_add_call,부가서비스 해지 상담,BC153,고객 여정,CS 상담&채널,상담&채널운영관리(IT),43,ZINBSADM03210 통화품질기술코드관리 | ZINBSCNS06220 INB공통WEB팝업 | ZINBSCNS00750 Web화면 호출 공통 화면 | ZINBSADM03230 통화품질SMS수신대상자관리 | ZINBSADM00610 고객약속지점담당자관리,중,용어일치: 상담 / 동의어: cs·상담 / 단계축 일치 / L4 [부가서비스 해지 상담] 기준,,
이탈,부가서비스 해지,(고객센터/대리점) 부가서비스 해지,exit_add_call,부가서비스 해지 상담,BC154,고객 여정,CS 상담&채널,고객상담&채널(IT),39,ZINVSVEW06707 병행과금 요금계산 결과조회 | ZINVSVEW02040 가산금 대상내역조회 | ZINVSVEW02030 서비스별 분리납부잔액조회 | ZINVSVEW02010 서비스별 비과금내역조회 | ZINVSVEW01092 태블릿 할인내역조회,중,용어일치: 상담 / 동의어: cs·상담 / 단계축 일치 / L4 [부가서비스 해지 상담] 기준,,
이탈,부가서비스 해지,(고객센터/대리점) 부가서비스 해지,exit_add_call,,B5078,5.이용·변경,계약변경(기업공통),기업 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 신청,exit_add_req,,B5071,5.이용·변경,계약변경(기업공통),기업 부가상품변경,0,,중,용어일치: 부가 / 동의어: 부가상품 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 신청,exit_add_req,,B5078,5.이용·변경,계약변경(기업공통),기업 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 신청,exit_add_req,,B5079,5.이용·변경,계약변경(기업공통),기업 부가정보 관리,0,,하,용어일치: 부가 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 신청,exit_add_req,,B8010,8.채권·조정,미납·추심,미납이용정지/직권해지,12,ZCOLSBLK01010 일괄이용정지/직권해지실행계획 | ZCOLSBLK01020 일괄이용정지/직권해지이력조회 | ZCOLSBLK01030 일괄이용정지미처리목록조회 | ZCOLSBLK01040 분납이용정지 계획이력조회 | ZCOLSBLK01050 고객센터 정지해제이력조회,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 신청,exit_add_req,,B9001,9.해지·잔존,해지,Device 해지,3,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0030 디바이스서비스해지,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 신청,exit_add_req,,B9002,9.해지·잔존,해지,마케팅프로그램 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 확인,exit_add_confirm,,B5071,5.이용·변경,계약변경(기업공통),기업 부가상품변경,0,,중,용어일치: 부가 / 동의어: 부가상품 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 확인,exit_add_confirm,,B5078,5.이용·변경,계약변경(기업공통),기업 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 확인,exit_add_confirm,,B5079,5.이용·변경,계약변경(기업공통),기업 부가정보 관리,0,,하,용어일치: 부가 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 확인,exit_add_confirm,,B8010,8.채권·조정,미납·추심,미납이용정지/직권해지,12,ZCOLSBLK01010 일괄이용정지/직권해지실행계획 | ZCOLSBLK01020 일괄이용정지/직권해지이력조회 | ZCOLSBLK01030 일괄이용정지미처리목록조회 | ZCOLSBLK01040 분납이용정지 계획이력조회 | ZCOLSBLK01050 고객센터 정지해제이력조회,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 확인,exit_add_confirm,,B9001,9.해지·잔존,해지,Device 해지,3,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0030 디바이스서비스해지,하,용어일치: 해지 / 단계축 일치,,
이탈,부가서비스 해지,부가서비스 해지 확인,exit_add_confirm,,B9002,9.해지·잔존,해지,마케팅프로그램 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,인터넷/유선 해지,유선 해지 신청,exit_net_req,,B9005,9.해지·잔존,해지,인터넷/TV/전화 유선 해지,4,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0020 비회선서비스 해지 | ZORDSBF1S0012 옥수수해지요청(관리자),상,용어일치: 유선·인터넷·해지 / 단계축 일치,,
이탈,인터넷/유선 해지,유선 해지 신청,exit_net_req,,B5011,5.이용·변경,상품·서비스 (계약) 변경,인터넷/TV/전화 유선상품변경,0,,중,용어일치: 유선·인터넷 / 단계축 일치,,
이탈,인터넷/유선 해지,유선 해지 신청,exit_net_req,인터넷/IPTV 해지 신청,B5086,5.이용·변경,계약변경(기업특화),계약변경(기업 IPTV특화),0,,중,용어일치: iptv / 동의어: iptv / 단계축 일치 / L4 [인터넷/IPTV 해지 신청] 기준,,
이탈,인터넷/유선 해지,유선 해지 신청,exit_net_req,,B9014,9.해지·잔존,해지,유선다회선 해지,0,,중,용어일치: 유선·해지 / 단계축 일치,,
이탈,인터넷/유선 해지,유선 해지 신청,exit_net_req,,B5062,5.이용·변경,계약변경,연결인터넷변경,0,,중,용어일치: 인터넷 / 단계축 일치,,
이탈,인터넷/유선 해지,유선 해지 신청,exit_net_req,,B3009,3.계약·개통,계약·개통,인터넷/TV/전화 유선 가입,20,ZORDSB0100010 유선서비스신규가입 | ZORDSB0100013 해지서비스승계내역조회 | ZORDSB0100018 고객동의 ARS송출 | ZORDSB0100020 유선 동일장소 기존회선 안내 | ZORDSB0100040 유선신규가입미리보기,하,용어일치: 유선·인터넷 / 단계축 불일치,,
이탈,인터넷/유선 해지,유선 해지 확인 및 정산,exit_net_settle,,B9005,9.해지·잔존,해지,인터넷/TV/전화 유선 해지,4,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0020 비회선서비스 해지 | ZORDSBF1S0012 옥수수해지요청(관리자),상,용어일치: 유선·인터넷·해지 / 단계축 일치,,
이탈,인터넷/유선 해지,유선 해지 확인 및 정산,exit_net_settle,,B5011,5.이용·변경,상품·서비스 (계약) 변경,인터넷/TV/전화 유선상품변경,0,,중,용어일치: 유선·인터넷 / 단계축 일치,,
이탈,인터넷/유선 해지,유선 해지 확인 및 정산,exit_net_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",B8015,8.채권·조정,미납·추심,통신체납 등록/해제,1,ZCOLSKAT00010 통신요금체납정보관리,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,인터넷/유선 해지,유선 해지 확인 및 정산,exit_net_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",B8016,8.채권·조정,미납·추심,통신체납 사전안내,1,ZCOLSKAT01010 통신체납 문자발송 내역조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,인터넷/유선 해지,유선 해지 확인 및 정산,exit_net_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",B8017,8.채권·조정,미납·추심,보증보험 청구/취소,12,ZCOLSINS01010 요금단말보험금청구대상 | ZCOLSINS02020 단말보험청구 상세내역조회 | ZCOLSINS02030 추심사 채권이관 보류대상관리 | ZCOLSINS02070 강제보험청구 대상자관리 | ZCOLSINS03010 보험금청구이력조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,인터넷/유선 해지,유선 해지 확인 및 정산,exit_net_settle,,B9014,9.해지·잔존,해지,유선다회선 해지,0,,중,용어일치: 유선·해지 / 단계축 일치,,
이탈,회선 해지,[고객센터] 전화 해지,exit_line_call,,B9005,9.해지·잔존,해지,인터넷/TV/전화 유선 해지,4,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0020 비회선서비스 해지 | ZORDSBF1S0012 옥수수해지요청(관리자),중,용어일치: 전화·해지 / 단계축 일치,,
이탈,회선 해지,[고객센터] 전화 해지,exit_line_call,해지 완료 안내 및 잔여 청구,BC157,고객 여정,청구,청구서 발송(IT),9,ZINVSPRT10010 청구서발행제외관리 | ZINVSPRT20210 LMS청구번호별 발송이력관리 | ZINVSPRT00101 청구서동봉목록 | ZINVSPRT00110 RCS청구서발송결과조회 | ZINVSPRT00100 청구서발송결과조회,중,용어일치: 청구 / 단계축 일치 / L4 [해지 완료 안내 및 잔여 청구] 기준,,
이탈,회선 해지,[고객센터] 전화 해지,exit_line_call,해지 상담원 연결,B6005,상담&채널,고객상담&채널,이전 문의 내역 확인,89,ZINBSHSTS0230 통합이력-추심사상담 | ZINBSHSTS0250 통합이력-본인인증 | ZINBSCNS00650 통합이력조회 | ZINBSHSTS0210 통합이력-미납상담 | ZINBSSOLS0652 통합이력-고객상담,중,용어일치: 상담 / 동의어: 문의·상담 / 단계축 일치 / L4 [해지 상담원 연결] 기준,,
이탈,회선 해지,[고객센터] 전화 해지,exit_line_call,해지 상담원 연결,B6006,상담&채널,고객상담&채널,고객 문의,0,,중,용어일치: 상담 / 동의어: 문의·상담 / 단계축 일치 / L4 [해지 상담원 연결] 기준,,
이탈,회선 해지,[고객센터] 전화 해지,exit_line_call,해지 상담원 연결,BC153,고객 여정,CS 상담&채널,상담&채널운영관리(IT),43,ZINBSADM03210 통화품질기술코드관리 | ZINBSCNS06220 INB공통WEB팝업 | ZINBSCNS00750 Web화면 호출 공통 화면 | ZINBSADM03230 통화품질SMS수신대상자관리 | ZINBSADM00610 고객약속지점담당자관리,중,용어일치: 상담 / 동의어: cs·상담 / 단계축 일치 / L4 [해지 상담원 연결] 기준,,
이탈,회선 해지,[고객센터] 전화 해지,exit_line_call,해지 상담원 연결,BC154,고객 여정,CS 상담&채널,고객상담&채널(IT),39,ZINVSVEW06707 병행과금 요금계산 결과조회 | ZINVSVEW02040 가산금 대상내역조회 | ZINVSVEW02030 서비스별 분리납부잔액조회 | ZINVSVEW02010 서비스별 비과금내역조회 | ZINVSVEW01092 태블릿 할인내역조회,중,용어일치: 상담 / 동의어: cs·상담 / 단계축 일치 / L4 [해지 상담원 연결] 기준,,
이탈,회선 해지,[대리점] 대면 해지,exit_line_store,"약정 할인, 잔여 할부금, 미납 요금 등 현장 안내",B8015,8.채권·조정,미납·추심,통신체납 등록/해제,1,ZCOLSKAT00010 통신요금체납정보관리,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 현장 안내] 기준",,
이탈,회선 해지,[대리점] 대면 해지,exit_line_store,"약정 할인, 잔여 할부금, 미납 요금 등 현장 안내",B8016,8.채권·조정,미납·추심,통신체납 사전안내,1,ZCOLSKAT01010 통신체납 문자발송 내역조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 현장 안내] 기준",,
이탈,회선 해지,[대리점] 대면 해지,exit_line_store,"약정 할인, 잔여 할부금, 미납 요금 등 현장 안내",B8017,8.채권·조정,미납·추심,보증보험 청구/취소,12,ZCOLSINS01010 요금단말보험금청구대상 | ZCOLSINS02020 단말보험청구 상세내역조회 | ZCOLSINS02030 추심사 채권이관 보류대상관리 | ZCOLSINS02070 강제보험청구 대상자관리 | ZCOLSINS03010 보험금청구이력조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 현장 안내] 기준",,
이탈,회선 해지,[대리점] 대면 해지,exit_line_store,"약정 할인, 잔여 할부금, 미납 요금 등 현장 안내",BA045,수납·미납 운영,채권/미납관리,해지 후 추심 운영,0,,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 현장 안내] 기준",,
이탈,회선 해지,[대리점] 대면 해지,exit_line_store,해지 완료 안내 및 잔여 청구,BC157,고객 여정,청구,청구서 발송(IT),9,ZINVSPRT10010 청구서발행제외관리 | ZINVSPRT20210 LMS청구번호별 발송이력관리 | ZINVSPRT00101 청구서동봉목록 | ZINVSPRT00110 RCS청구서발송결과조회 | ZINVSPRT00100 청구서발송결과조회,중,용어일치: 청구 / 단계축 일치 / L4 [해지 완료 안내 및 잔여 청구] 기준,,
이탈,회선 해지,[대리점] 대면 해지,exit_line_store,"약정 할인, 잔여 할부금, 미납 요금 등 현장 안내",B8010,8.채권·조정,미납·추심,미납이용정지/직권해지,12,ZCOLSBLK01010 일괄이용정지/직권해지실행계획 | ZCOLSBLK01020 일괄이용정지/직권해지이력조회 | ZCOLSBLK01030 일괄이용정지미처리목록조회 | ZCOLSBLK01040 분납이용정지 계획이력조회 | ZCOLSBLK01050 고객센터 정지해제이력조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 현장 안내] 기준",,
이탈,회선 해지,회선 해지 신청,exit_line_req,재가입 혜택 수신 동의,BC135,고객 여정,계약·개통,이동전화가입(IT),317,ZORDSB0300075 고객상담 유선서비스 조회 팝업 | ZORDSBUB00010 유선기본요금제변경 | ZORDSB03S0200 유선상품할인SUB | ZORDSB0300400 oksusu MMS 발송(P) | ZORDSB03S0210 변경대상기본요금제조회,중,용어일치: 가입 / 단계축 일치 / L4 [재가입 혜택 수신 동의] 기준,,
이탈,회선 해지,회선 해지 신청,exit_line_req,재가입 혜택 수신 동의,BC136,고객 여정,계약·개통,마케팅프로그램 가입(IT),86,ZORDSS9970040 캐쉬백차감 | ZORDSS0500540 SAVE결제리스트 | ZORDSS9990600 T모아쿠폰 등록/취소 | ZORDSS9990610 T모아쿠폰 적용 서비스 조회 | ZORDSS9990620 T모아쿠폰 상세 및 I/F이력 확인,중,용어일치: 가입 / 단계축 일치 / L4 [재가입 혜택 수신 동의] 기준,,
이탈,회선 해지,회선 해지 신청,exit_line_req,이탈 방지 혜택/오퍼 제시,B9003,9.해지·잔존,해지,마케팅프로그램(멤버십) 해지,0,,하,단계축 일치 / L4 [이탈 방지 혜택/오퍼 제시] 기준,,
이탈,회선 해지,회선 해지 신청,exit_line_req,,B5078,5.이용·변경,계약변경(기업공통),기업 해지,0,,하,용어일치: 해지 / 단계축 일치,,
이탈,회선 해지,회선 해지 신청,exit_line_req,,B8010,8.채권·조정,미납·추심,미납이용정지/직권해지,12,ZCOLSBLK01010 일괄이용정지/직권해지실행계획 | ZCOLSBLK01020 일괄이용정지/직권해지이력조회 | ZCOLSBLK01030 일괄이용정지미처리목록조회 | ZCOLSBLK01040 분납이용정지 계획이력조회 | ZCOLSBLK01050 고객센터 정지해제이력조회,하,용어일치: 해지 / 단계축 일치,,
이탈,회선 해지,회선 해지 신청,exit_line_req,,B9001,9.해지·잔존,해지,Device 해지,3,ZORDSS0900020 다회선해지 | ZORDSS0940080 특수업무직권해지 | ZORDSB09S0030 디바이스서비스해지,하,용어일치: 해지 / 단계축 일치,,
이탈,회선 해지,회선 해지 확인 및 정산,exit_line_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",B8015,8.채권·조정,미납·추심,통신체납 등록/해제,1,ZCOLSKAT00010 통신요금체납정보관리,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,회선 해지,회선 해지 확인 및 정산,exit_line_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",B8016,8.채권·조정,미납·추심,통신체납 사전안내,1,ZCOLSKAT01010 통신체납 문자발송 내역조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,회선 해지,회선 해지 확인 및 정산,exit_line_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",B8017,8.채권·조정,미납·추심,보증보험 청구/취소,12,ZCOLSINS01010 요금단말보험금청구대상 | ZCOLSINS02020 단말보험청구 상세내역조회 | ZCOLSINS02030 추심사 채권이관 보류대상관리 | ZCOLSINS02070 강제보험청구 대상자관리 | ZCOLSINS03010 보험금청구이력조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,회선 해지,회선 해지 확인 및 정산,exit_line_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",BA045,수납·미납 운영,채권/미납관리,해지 후 추심 운영,0,,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,회선 해지,회선 해지 확인 및 정산,exit_line_settle,해지 완료 안내 및 잔여 청구,BC157,고객 여정,청구,청구서 발송(IT),9,ZINVSPRT10010 청구서발행제외관리 | ZINVSPRT20210 LMS청구번호별 발송이력관리 | ZINVSPRT00101 청구서동봉목록 | ZINVSPRT00110 RCS청구서발송결과조회 | ZINVSPRT00100 청구서발송결과조회,중,용어일치: 청구 / 단계축 일치 / L4 [해지 완료 안내 및 잔여 청구] 기준,,
이탈,회선 해지,회선 해지 확인 및 정산,exit_line_settle,"약정 할인, 잔여 할부금, 미납 요금 등 확인",B8010,8.채권·조정,미납·추심,미납이용정지/직권해지,12,ZCOLSBLK01010 일괄이용정지/직권해지실행계획 | ZCOLSBLK01020 일괄이용정지/직권해지이력조회 | ZCOLSBLK01030 일괄이용정지미처리목록조회 | ZCOLSBLK01040 분납이용정지 계획이력조회 | ZCOLSBLK01050 고객센터 정지해제이력조회,중,"용어일치: 미납 / 단계축 일치 / L4 [약정 할인, 잔여 할부금, 미납 요금 등 확인] 기준",,
이탈,회원 탈퇴,T-ID 탈퇴,exit_withdraw_tid,,BC133,고객 여정,회원·계정 일반,해지분리고객정보조회(IT),29,ZUAMSSUB00030 해지분리고객 서비스조회 | ZUAMSSUB00040 해지분리고객 서비스조회 | ZUAMSSUB00050 해지고객 명의변경 고객기준조회조건 SUBFORM(SWGPC) | ZUAMSTNI00140 양도인분리고객 서비스이력조회 | ZUAMSTNI00610 양도인분리고객조회(팝업),중,용어일치: 회원 / 동의어: 계정 / 단계축 일치,,
